,T10Y3M,T10Y3M_1,T10Y3M_2,T10Y3M_3,T10Y3M_4,T10Y3M_5,T10Y3M_6,T10Y3M_7,T10Y3M_8,T10Y3M_9,T10Y3M_10,T10Y3M_11,T10Y3M_12,T10Y3M_13,T10Y3M_14,T10Y3M_15,T10Y3M_16,T10Y3M_17,T10Y3M_18,T10Y3M_19,T10Y3M_20,T10Y3M_21,T10Y3M_22,T10Y3M_23,T10Y3M_24,T10Y3M_25,T10Y3M_26,T10Y3M_27,T10Y3M_28,T10Y3M_29,T10Y3M_30,T10Y3M_31,T10Y3M_32,T10Y3M_33,T10Y3M_34,T10Y3M_35,T10Y3M_36,T10Y3M_37,T10Y3M_38,T10Y3M_39,T10Y3M_40,T10Y3M_41,T10Y3M_42,T10Y3M_43,T10Y3M_44,T10Y3M_45,T10Y3M_46,T10Y3M_47,T10Y3M_48,T10Y3M_49,T10Y3M_50,T10Y3M_51,T10Y3M_52,T10Y3M_53,T10Y3M_54,T10Y3M_55,T10Y3M_56,T10Y3M_57,T10Y3M_58,T10Y3M_59,T10Y3M_60,T10Y3M_61,T10Y3M_62,T10Y3M_63,T10Y3M_64,T10Y3M_65,T10Y3M_66,T10Y3M_67,T10Y3M_68,T10Y3M_69,T10Y3M_70,T10Y3M_71,T10Y3M_72,T10Y3M_73,T10Y3M_74,T10Y3M_75,T10Y3M_76,T10Y3M_77,T10Y3M_78,T10Y3M_79,T10Y3M_80,T10Y3M_81,T10Y3M_82,T10Y3M_83,T10Y3M_84,T10Y3M_85,T10Y3M_86,T10Y3M_87,T10Y3M_88,T10Y3M_89
1997-01-01,-1.0,0.11,-0.03,-0.03,-0.03,-0.05,0.0,-1.0,0.02,-0.02,-0.02,-0.02,-0.01,-0.06,0.01,0.0,0.0,0.0,0.0,-0.01,0.01,0.12,0.02,0.01,0.01,0.01,0.04,0.09,0.07,0.01,0.02,0.02,0.03,0.0,-1.0,0.02,0.02,-0.01,-0.01,-0.01,0.0,0.0,-0.03,-0.02,-0.0,-0.0,-0.0,0.05,-0.05,0.02,0.0,-1.0,-0.5,-0.33,0.01,-0.03,0.02,-0.05,-0.01,-0.01,-0.01,0.01,-0.05,0.0,-0.08,-0.01,-0.01,-0.01,-0.02,0.0,0.02,0.01,0.0,0.0,0.0,-0.01,-0.03,0.03,0.0,-1.0,-0.5,-0.33,-0.03,0.02,0.01,-0.01,-0.01,-0.01,-0.01,-0.06
1997-04-01,0.01,0.5,1.0,0.0,-1.0,0.06,0.11,-0.01,-0.0,-0.0,-0.0,-0.06,-0.03,-0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.02,0.0,0.0,0.0,-0.03,0.0,0.03,0.01,0.0,0.0,0.0,-0.01,0.01,0.06,0.03,-0.01,-0.01,-0.01,-0.01,0.08,0.03,0.0,-1.0,-0.5,-0.33,-0.01,-0.03,-0.05,0.02,-0.01,-0.01,-0.01,-0.04,0.01,-0.01,0.0,-0.01,-0.01,-0.01,-0.03,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.04,0.03,0.03,0.0,-1.0,-0.5,-0.33,0.01,0.03,0.02,-0.14,0.02,0.02,0.02,0.05,-0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0
1997-07-01,0.01,-0.01,-0.01,-0.01,-0.02,-0.04,0.02,0.01,0.01,0.01,0.01,-0.02,-0.04,-0.01,0.01,-0.01,-0.01,-0.01,-0.05,-0.04,0.04,0.02,0.01,0.01,0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.01,0.06,0.01,0.0,-1.0,-0.5,-0.33,-0.01,-0.02,0.24,-0.02,-0.04,-0.04,-0.04,-0.03,0.03,0.01,0.04,-0.02,-0.02,-0.02,-0.02,-0.02,0.05,0.01,0.0,0.0,0.0,-0.01,0.01,0.01,-0.09,-0.01,-0.01,-0.01,0.01,0.06,0.03,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,0.03,-0.07,0.0,0.0,0.0,0.03,-0.03,0.01,0.03,-0.0,-0.0,-0.0,0.03,0.01
1997-10-01,-0.11,0.03,-0.02,-0.02,-0.02,-0.09,0.09,0.02,0.04,0.0,0.0,0.0,0.02,0.01,-0.02,-0.15,0.0,0.0,0.0,-0.06,0.0,0.07,0.01,-0.01,-0.01,-0.01,0.01,0.0,0.08,0.0,-1.0,-0.5,-0.33,0.04,-0.04,0.0,-0.01,-0.01,-0.01,-0.01,0.1,0.03,0.04,-0.02,0.0,0.0,0.0,0.05,-0.11,-0.04,0.03,-0.01,-0.01,-0.01,0.16,0.02,-0.02,0.0,0.01,0.01,0.01,0.19,-0.05,-0.07,-0.05,-0.01,-0.01,-0.01,0.01,-0.01,-0.03,-0.03,0.0,0.0,0.0,-0.01,-0.02,-0.01,0.0,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,0.0,0.5,1.0,0.0,-1.0
1998-01-01,-1.0,0.11,0.13,-0.09,-0.08,-0.08,0.0,-1.0,0.41,0.04,-0.14,-0.12,-0.11,-0.25,-0.07,0.04,-0.02,-0.01,-0.01,-0.01,-0.1,-0.1,0.01,0.01,0.03,0.03,0.03,0.09,0.0,-0.05,0.02,-0.03,-0.03,-0.03,0.0,-1.0,0.09,-0.04,0.0,0.0,0.0,0.02,0.04,0.0,0.0,-0.03,-0.03,-0.03,-0.02,0.02,0.0,-1.0,0.0,0.0,0.0,0.0,-0.13,-0.03,0.08,0.01,0.01,0.01,-0.06,-0.07,-0.01,-0.12,-0.01,-0.01,-0.01,-0.05,-0.05,-0.1,0.01,-0.02,-0.02,-0.02,0.09,-0.02,0.05,0.0,-1.0,-0.5,-0.33,0.06,-0.04,0.12,0.0,-0.04,-0.04,-0.03
1998-04-01,-0.02,-0.06,0.05,0.05,0.05,0.02,0.0,0.12,0.02,0.02,0.02,0.02,-0.05,-0.02,-0.02,0.0,-0.05,-0.05,-0.05,0.02,-0.11,-0.07,0.04,-0.01,-0.01,-0.01,-0.03,0.05,0.06,0.17,0.13,0.15,0.18,-0.03,-0.03,-0.24,0.4,-0.03,-0.03,-0.03,0.1,0.03,0.21,0.0,-1.0,-0.5,-0.33,-0.1,-0.03,-0.28,0.0,-0.02,-0.02,-0.01,-0.06,0.04,0.53,-0.03,-0.03,-0.03,-0.03,-0.11,-0.17,0.0,0.12,-0.09,-0.08,-0.08,0.23,0.05,-0.05,0.0,-1.0,-0.5,-0.33,0.11,0.3,0.13,-0.11,-0.09,-0.08,-0.08,-0.03,0.12,0.19,-0.07,-0.06,-0.06,-0.06,0.0
1998-07-01,0.03,0.1,-0.13,-0.12,-0.1,0.02,0.05,0.2,0.0,0.05,0.05,0.06,-0.03,0.0,0.24,0.14,-0.11,-0.1,-0.09,-0.09,-0.11,-0.12,0.0,-0.03,-0.03,-0.03,-0.02,0.07,-0.08,0.07,-0.06,-0.05,-0.05,0.04,0.09,0.12,0.0,-1.0,-0.5,-0.33,0.02,0.02,-0.05,-0.05,-0.04,-0.04,-0.04,0.02,-0.06,-0.1,-0.11,0.04,0.04,0.05,0.04,-0.02,-0.05,0.04,-0.04,-0.04,-0.04,-0.04,-0.08,0.0,0.03,0.06,0.07,0.07,-0.02,0.02,-0.03,0.07,0.02,0.02,0.02,-0.02,0.06,0.11,0.0,0.5,1.0,0.0,-1.0,0.0,0.13,0.12,0.02,0.02,0.02,-0.15
1998-10-01,0.43,0.4,0.0,-0.17,-0.14,-0.12,-0.11,3.5,-1.25,-0.38,1.05,-20.0,-0.95,-0.3,-0.29,0.27,1.75,1.0,0.0,-1.0,0.0,-1.29,-0.3,0.0,-1.0,-0.5,-0.33,-0.2,0.05,0.46,0.44,-0.25,-0.2,-0.17,0.38,-0.35,0.25,-0.27,-0.12,-0.11,-0.1,-0.09,-0.03,0.0,0.06,-0.04,-0.04,-0.04,-0.08,0.05,0.12,0.0,-0.06,-0.06,-0.06,0.0,0.17,0.06,0.0,-0.07,-0.06,-0.06,-0.07,-0.04,0.05,0.05,0.03,0.03,0.04,0.03,-0.08,0.08,-0.08,0.02,0.02,0.02,0.12,-0.03,0.03,0.0,-0.03,-0.03,-0.03,0.06,0.0,0.0,0.13,0.5,1.0,0.0
1999-01-01,-1.0,0.7,-0.17,-0.45,0.5,1.0,0.0,-1.0,0.26,0.15,0.54,0.11,0.13,0.15,-0.25,0.0,-0.08,0.44,-0.07,-0.06,-0.06,1.2,-0.62,-0.24,-0.26,0.15,0.18,0.21,0.08,0.18,-0.39,0.06,-0.15,-0.13,-0.12,0.0,-1.0,0.13,-0.08,-0.13,-0.11,-0.1,-0.08,-0.05,-0.09,0.36,-0.02,-0.02,-0.02,0.21,0.0,-1.0,-0.1,0.01,0.01,0.01,0.21,-0.11,-0.04,0.22,-0.1,-0.09,-0.09,0.41,-0.31,-0.44,-0.15,-0.03,-0.03,-0.03,0.14,0.08,-0.05,0.17,-0.14,-0.12,-0.11,0.84,-0.23,-0.24,0.0,-1.0,-0.5,-0.33,0.33,2.53,2.17,-1.86,3.2,-1.45
1999-04-01,0.09,0.04,-0.05,0.03,0.03,0.03,0.0,0.04,-0.04,0.01,0.01,0.01,0.02,0.1,-0.02,0.09,0.04,-0.01,-0.01,-0.01,-0.05,-0.02,0.03,-0.11,-0.03,-0.03,-0.03,-0.1,0.03,0.12,0.0,0.03,0.03,0.03,-0.1,0.37,0.16,0.16,-0.1,-0.09,-0.08,0.0,0.11,-0.02,0.0,-1.0,-0.5,-0.33,0.21,0.02,0.11,-0.05,-0.03,-0.03,-0.03,0.1,0.14,0.35,0.18,0.06,0.07,0.07,0.0,-0.14,-0.09,0.0,-0.07,-0.06,-0.06,-0.26,-0.03,0.3,0.0,-1.0,-0.5,-0.33,0.16,-0.34,-0.15,-0.13,0.01,0.01,0.01,0.15,0.27,0.0,0.3,0.5,1.0,0.0
1999-07-01,0.14,-0.06,0.01,-0.04,-0.04,-0.04,-0.07,0.03,0.05,0.04,0.0,0.0,0.0,0.0,-0.09,0.02,0.02,-0.02,-0.02,-0.02,0.02,-0.02,0.05,0.03,-0.02,-0.02,-0.02,0.09,0.08,0.05,0.0,-1.0,-0.5,-0.33,0.01,0.09,0.05,-0.01,-0.02,-0.02,-0.02,-0.08,0.02,-0.05,0.07,-0.01,-0.01,-0.01,0.2,-0.1,-0.06,0.03,0.01,0.01,0.01,0.02,0.14,0.0,0.04,-0.02,-0.02,-0.02,0.14,-0.07,0.06,-0.05,-0.03,-0.03,-0.03,-0.02,0.05,0.04,-0.05,-0.03,-0.03,-0.03,0.03,0.04,0.04,0.08,0.05,0.06,0.06,0.0,-0.12,0.01,-0.11,0.01,0.01,0.01
1999-10-01,0.0,-0.11,0.1,0.08,-0.0,-0.0,-0.0,-0.08,-0.04,-0.05,0.05,-0.03,-0.03,-0.03,0.0,0.01,0.05,0.01,-0.0,-0.0,-0.0,-0.03,0.05,0.0,0.0,-1.0,-0.5,-0.33,-0.13,0.09,0.02,0.06,0.03,0.03,0.03,0.06,0.02,-0.07,-0.02,-0.06,-0.05,-0.05,-0.09,0.02,0.06,-0.07,-0.03,-0.03,-0.03,-0.04,0.13,-0.06,0.03,-0.01,-0.01,-0.01,0.07,-0.03,0.06,0.04,-0.03,-0.03,-0.03,0.01,0.05,-0.02,-0.05,-0.0,-0.0,-0.0,0.02,0.09,0.06,0.02,-0.0,-0.0,-0.0,-0.02,0.0,0.02,0.0,-0.05,-0.05,-0.04,-0.02,-0.06,0.08,0.0,-1.0,-0.5
2000-01-01,-0.01,-0.04,0.0,0.15,0.1,0.5,1.0,0.0,-1.0,0.13,0.05,0.08,-0.06,-0.05,-0.05,-0.07,0.02,0.08,0.15,-0.03,-0.03,-0.03,-0.12,-0.04,0.04,-0.05,0.01,0.01,0.01,-0.07,0.05,0.07,0.04,0.01,0.01,0.01,0.0,-1.0,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,0.04,0.18,0.05,-0.02,-0.02,-0.02,0.0,-1.0,0.03,0.04,-0.01,-0.01,-0.01,-0.08,-0.04,-0.01,0.0,0.0,0.0,0.0,-0.11,-0.04,-0.04,0.01,-0.02,-0.02,-0.02,0.08,0.02,0.01,0.06,-0.03,-0.03,-0.03,-0.09,0.01,0.0,0.0,-1.0,-0.5,-0.33,0.01,-0.02,0.06,0.07,0.02
2000-04-01,-0.04,-0.17,-0.38,0.0,-0.12,0.04,0.04,0.05,0.61,-0.18,0.0,-0.04,-0.1,-0.09,-0.09,-0.21,-0.11,0.0,-0.06,-0.03,-0.03,-0.03,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.06,0.02,-0.02,0.12,0.0,0.0,0.0,0.04,-0.11,0.15,0.0,-1.0,-0.5,-0.33,-0.12,0.01,0.02,-0.08,-0.03,-0.03,-0.03,-0.03,0.11,0.0,-0.02,0.02,0.02,0.02,0.0,-0.09,0.03,-0.01,-0.03,-0.03,-0.03,-0.07,-0.02,-0.02,-0.01,-0.05,-0.05,-0.05,0.01,0.07,0.03,0.0,-1.0,-0.5,-0.33,0.05,-0.04,0.02,0.08,0.0,0.0,0.0,-0.02,-0.02,0.11,-0.04,-0.01
2000-07-01,-0.33,-0.21,-0.37,0.11,-0.07,-0.04,-0.04,-0.04,0.18,-0.07,0.25,0.5,0.0,0.0,0.0,-0.24,-0.12,0.04,0.44,-0.09,-0.09,-0.08,-0.05,0.05,0.4,0.07,-0.25,-0.2,-0.17,-0.39,-0.3,0.29,0.0,-1.0,-0.5,-0.33,-0.07,-0.02,0.25,0.02,-0.13,-0.11,-0.1,-0.03,0.49,0.87,0.05,-0.19,-0.16,-0.14,0.28,-0.12,-0.15,0.03,-0.12,-0.11,-0.1,-0.04,0.14,0.22,0.38,-0.12,-0.11,-0.1,-0.15,0.23,0.11,0.75,0.5,1.0,0.0,-1.0,0.11,-0.25,0.26,0.36,0.56,1.25,-0.69,-0.07,1.33,-2.2,0.07,0.08,0.08,-1.8,0.25,-0.43,-0.46,-0.05
2000-10-01,0.01,0.01,0.0,0.16,0.0,0.09,0.03,0.03,0.03,0.11,0.12,-0.19,0.15,-0.04,-0.03,-0.03,-0.14,0.0,0.13,-0.09,-0.06,-0.06,-0.06,-0.07,-0.1,-0.16,0.0,-1.0,-0.5,-0.33,0.02,0.14,0.02,-0.07,-0.02,-0.02,-0.02,0.04,0.0,0.12,-0.02,0.01,0.01,0.01,0.07,0.05,-0.06,-0.04,-0.01,-0.01,-0.01,0.02,0.11,0.33,0.06,-0.01,-0.01,-0.01,0.14,0.04,0.08,0.09,0.11,0.13,0.15,-0.2,0.43,-0.12,-0.06,0.11,0.12,0.14,-0.29,7.5,0.0,-1.0,-3.0,-0.75,-0.43,-0.59,1.12,1.0,-0.33,0.2,0.25,0.33,-2.0,0.0,0.0,0.0
2001-01-01,-1.0,-0.5,-0.33,0.04,0.16,-0.21,0.0,-1.0,-0.5,-0.33,-0.29,-0.53,0.0,-0.05,-0.02,-0.02,-0.02,-0.01,0.08,0.1,-0.01,-0.01,-0.01,-0.01,-0.06,0.03,0.18,0.05,-0.05,-0.04,-0.04,-0.03,0.06,0.0,0.0,-0.02,-0.02,-0.02,0.0,-1.0,0.07,0.01,0.02,0.02,0.02,-0.04,0.02,0.08,-0.02,0.04,0.04,0.04,-0.05,0.07,-0.02,0.0,0.0,0.0,0.0,-0.13,0.0,0.03,-0.06,0.01,0.01,0.01,-0.06,-0.07,0.0,-0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.15,0.05,0.05,0.06,0.0,0.0,-0.02,0.0,-1.0,-0.5,-0.33,0.11,0.12,-0.08
2001-04-01,0.06,0.07,-0.05,0.05,-0.03,0.16,0.03,0.03,0.03,0.09,0.02,0.59,0.0,0.06,0.06,0.07,-0.17,-0.03,0.03,0.12,0.04,0.04,0.04,0.1,-0.09,0.15,0.25,0.12,0.13,0.15,2.67,-0.57,-0.5,-0.42,0.04,0.05,0.05,0.5,0.17,0.71,0.0,-1.0,-0.5,-0.33,-0.18,0.83,2.0,1.0,-4.0,-0.8,-0.44,-2.5,-0.33,-0.8,0.25,0.03,0.03,0.03,0.1,-0.5,-0.09,0.05,0.17,0.2,0.25,11.0,-0.8,-0.17,2.0,-7.0,-0.88,-0.47,-0.69,-0.06,0.21,0.0,-1.0,-0.5,-0.33,-0.53,-0.11,-0.27,0.04,0.09,0.1,0.11,-0.44,-0.38,-0.42,0.0
2001-07-01,-0.01,-0.01,0.04,-0.02,-0.02,0.05,0.0,0.0,0.0,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,0.03,-0.02,0.01,-0.01,-0.0,-0.0,-0.0,0.02,0.03,-0.01,-0.01,-0.01,-0.01,-0.01,-0.04,-0.03,0.02,0.0,-1.0,-0.5,-0.33,0.02,0.03,-0.01,0.01,-0.01,-0.01,-0.01,-0.05,-0.01,0.02,0.07,0.0,0.0,0.0,0.1,0.06,-0.04,0.05,0.0,0.0,0.0,0.07,-0.03,0.03,-0.01,-0.02,-0.02,-0.02,0.09,-0.05,0.01,-0.02,-0.02,-0.02,-0.02,0.09,0.14,0.13,-0.04,0.5,1.0,0.0,-1.0,0.12,-0.1,0.15,0.02,0.02,0.02,0.09,0.04,0.06,0.04
2001-10-01,-0.0,-0.0,-0.0,0.0,-0.03,-0.02,-0.01,-0.01,-0.01,-0.01,-0.03,0.01,0.12,0.1,0.02,0.02,0.02,0.02,0.0,0.0,-1.0,0.01,0.01,0.01,0.01,-0.03,0.01,0.0,-1.0,-0.5,-0.33,0.03,0.05,-0.06,-0.03,-0.0,-0.0,-0.0,0.01,-0.03,0.03,-0.01,0.0,0.0,0.0,-0.05,-0.01,0.02,0.01,-0.01,-0.01,-0.01,-0.02,0.06,-0.11,0.01,-0.0,-0.0,-0.0,0.02,0.04,0.03,-0.01,-0.01,-0.01,-0.01,-0.03,-0.01,0.04,0.0,-0.01,-0.01,-0.01,0.03,0.0,-0.02,0.03,-0.02,-0.02,-0.02,-0.01,-0.03,0.02,-0.02,-0.01,-0.01,-0.01,-0.01,0.0,-1.0
2002-01-01,-1.0,-0.01,-0.01,-0.01,0.01,-0.02,0.0,-1.0,0.0,0.0,0.0,0.01,0.0,-0.02,-0.02,0.0,0.0,0.0,0.02,0.03,-0.03,0.0,-0.0,-0.0,-0.0,0.07,0.04,0.06,-0.0,-0.0,-0.0,-0.0,0.0,-0.04,0.02,-0.0,-0.0,-0.0,-0.0,0.0,-1.0,0.03,0.02,-0.01,-0.01,-0.01,0.03,0.07,0.04,0.0,-1.0,-0.5,-0.33,0.01,0.02,-0.01,0.07,-0.01,-0.01,-0.01,0.08,-0.03,-0.06,-0.01,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.02,-0.0,-0.0,-0.0,0.02,0.01,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.01,-0.0,0.0,-1.0,-0.5,-0.33,0.0,0.02
2002-04-01,0.5,1.0,0.0,-1.0,0.03,0.0,-0.01,0.0,0.0,0.0,0.0,-0.0,0.02,0.01,-0.0,-0.0,-0.0,-0.01,0.02,-0.01,0.0,-0.0,-0.0,-0.0,0.02,0.05,0.02,0.0,0.0,0.0,0.0,0.04,0.01,-0.03,0.02,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-1.0,-0.5,-0.33,-0.03,-0.02,0.01,0.02,-0.0,-0.0,-0.0,-0.01,0.01,0.01,-0.0,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.02,-0.0,-0.0,-0.0,0.01,0.0,0.02,0.0,-1.0,-0.5,-0.33,-0.01,0.02,-0.0,-0.02,-0.0,-0.0,-0.0,0.01,-0.03,0.0,0.0,-0.0,-0.0,-0.0,0.01,-0.01,0.0
2002-07-01,-0.0,-0.0,-0.0,0.01,0.03,-0.03,0.01,0.01,0.01,0.01,-0.02,0.02,-0.03,0.0,0.0,0.0,0.0,-0.03,-0.01,-0.01,-0.01,-0.01,-0.0,-0.0,0.02,-0.01,0.02,-0.0,-0.01,-0.01,-0.0,0.01,-0.01,-0.01,0.0,-1.0,-0.5,-0.33,0.0,0.01,-0.01,-0.0,-0.01,-0.01,-0.01,0.02,-0.02,-0.01,0.03,0.01,0.01,0.01,-0.01,-0.01,0.05,0.0,0.0,0.0,0.0,-0.01,0.02,-0.01,-0.0,0.0,0.0,0.0,-0.01,-0.01,-0.02,-0.01,-0.0,-0.0,-0.0,-0.01,0.0,0.01,0.01,-0.0,-0.0,-0.0,-0.01,-0.01,0.01,-0.0,0.0,0.0,0.0,-0.01,-0.0,-0.01
2002-10-01,0.03,0.0,0.0,0.0,-0.04,0.01,0.03,-0.0,-0.01,-0.01,-0.01,0.0,-0.02,0.0,-0.01,-0.01,-0.01,-0.01,-0.03,-0.04,0.03,-0.02,-0.0,-0.0,-0.0,0.04,-0.01,-0.0,0.0,-1.0,-0.5,-0.33,-0.01,-0.03,-0.02,0.03,-0.01,-0.01,-0.01,-0.02,0.03,0.01,-0.03,-0.01,-0.01,-0.01,0.06,0.05,-0.03,-0.02,-0.01,-0.01,-0.01,-0.05,0.01,-0.0,0.05,-0.01,-0.01,-0.01,-0.03,-0.0,-0.04,0.01,0.02,0.02,0.02,0.0,-0.02,0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,0.03,0.0,0.0,0.0,-0.01,0.0,-0.04,-0.02,-0.01,-0.01,-0.01,0.0,-1.0
2003-01-01,-1.0,0.0,-0.01,-0.01,-0.01,-0.03,0.0,-1.0,-0.01,0.0,0.0,0.0,0.0,-0.04,-0.02,-0.0,0.01,0.01,0.01,0.02,0.0,-0.02,0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,0.01,-0.0,-0.0,-0.0,0.0,-1.0,0.06,-0.03,0.0,0.0,0.0,0.01,0.02,0.03,-0.0,-0.0,-0.0,-0.0,0.01,0.07,0.0,0.0,-1.0,-0.5,-0.33,-0.01,-0.07,0.07,0.02,0.01,0.01,0.01,0.04,0.0,0.01,-0.02,0.0,0.0,0.0,-0.01,-0.03,0.0,0.02,0.01,0.01,0.01,-0.01,0.04,0.0,0.0,-1.0,-0.5,-0.33,0.07,0.03,0.0,0.01,-0.01,-0.01,-0.01,-0.02
2003-04-01,0.01,-0.01,-0.01,-0.01,-0.0,0.0,-0.0,-0.01,-0.01,-0.01,-0.01,0.03,0.01,0.02,0.04,0.01,0.01,0.01,-0.01,0.05,0.0,-0.0,0.0,0.0,0.0,0.01,0.02,-0.0,-0.01,-0.0,-0.0,-0.0,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,0.02,-0.01,-0.02,0.0,-1.0,-0.5,-0.33,0.02,-0.01,-0.02,-0.01,0.0,0.0,0.0,-0.0,-0.01,0.01,-0.01,0.0,0.0,0.0,0.0,-0.02,0.02,0.0,0.0,0.0,0.0,-0.01,0.01,-0.01,0.0,-1.0,-0.5,-0.33,-0.02,0.01,-0.0,-0.01,-0.0,-0.0,-0.0,-0.01,0.06,-0.01,-0.01,0.01,0.01,0.01,-0.01,0.0
2003-07-01,0.01,-0.01,-0.01,-0.01,0.03,0.07,0.0,-0.0,-0.01,-0.01,-0.01,0.01,0.02,0.05,0.03,0.01,0.01,0.01,0.0,-0.0,0.02,-0.01,-0.01,-0.01,-0.01,0.01,0.02,-0.0,-0.01,0.0,0.0,0.0,0.01,-0.03,0.0,0.0,-1.0,-0.5,-0.33,0.0,-0.03,-0.0,-0.03,0.0,0.0,0.0,-0.02,0.0,-0.03,0.0,-0.01,-0.01,-0.01,-0.01,0.0,-0.05,-0.02,-0.0,-0.0,-0.0,0.01,0.01,-0.02,0.01,0.0,0.0,0.0,-0.0,-0.02,0.01,0.0,0.5,1.0,0.0,-1.0,0.0,-0.0,-0.01,0.0,0.0,0.0,0.01,0.0,0.0,-0.02,0.0,0.0,0.0,0.01,0.0
2003-10-01,0.0,-0.04,0.0,0.0,0.0,-0.03,-0.01,-0.03,0.0,0.01,0.01,0.01,-0.0,-0.01,-0.03,0.01,0.0,0.0,0.0,-0.02,0.02,-0.03,-0.01,0.0,0.0,0.0,-0.05,-0.02,0.0,0.0,-1.0,-0.5,-0.33,0.01,-0.03,0.01,-0.01,0.0,0.0,0.0,-0.02,0.02,0.02,-0.03,-0.01,-0.01,-0.01,0.0,-0.01,0.06,0.0,0.01,0.01,0.01,-0.01,-0.01,-0.04,0.04,-0.01,-0.01,-0.01,-0.01,0.05,-0.02,0.03,0.01,0.01,0.01,0.01,0.03,-0.02,-0.01,0.02,0.02,0.02,0.0,0.01,0.01,0.07,0.01,0.01,0.01,-0.01,-0.01,0.0,0.0,0.5,1.0,0.0,-1.0
2004-01-01,-1.0,-0.01,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02,0.03,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,-0.01,0.0,-0.01,0.01,0.0,0.01,0.01,-0.04,-0.01,0.01,-0.0,0.0,0.0,0.0,0.0,-1.0,0.02,-0.01,0.01,0.01,0.01,0.0,-0.02,0.02,-0.0,-0.01,-0.01,-0.01,-0.03,-0.04,0.0,-1.0,0.0,0.0,0.0,0.01,0.02,0.01,-0.02,0.01,0.01,0.01,-0.01,0.01,0.02,-0.02,0.0,0.0,0.0,-0.03,0.02,-0.03,-0.0,-0.0,-0.0,-0.0,-0.02,0.01,0.02,0.0,-1.0,-0.5,-0.33,-0.01,0.01,0.0,0.04,-0.0,-0.0,-0.0
2004-04-01,0.02,-0.01,0.0,0.01,0.01,0.01,0.03,0.0,0.01,-0.0,-0.01,-0.01,-0.01,0.01,0.02,0.01,-0.03,0.0,0.0,0.0,0.02,-0.0,0.0,-0.02,-0.01,-0.01,-0.01,-0.06,-0.01,0.01,0.02,0.0,0.0,0.0,-0.02,0.01,-0.0,-0.0,-0.01,-0.01,-0.01,0.02,0.0,0.0,0.0,-1.0,-0.5,-0.33,-0.01,0.02,-0.02,0.01,-0.0,-0.0,-0.0,-0.02,0.02,0.01,-0.02,0.0,0.0,0.0,-0.01,0.0,0.02,-0.02,0.01,0.01,0.01,0.03,-0.02,-0.01,0.0,-1.0,-0.5,-0.33,0.01,-0.01,-0.01,-0.02,-0.0,-0.0,-0.0,-0.04,0.01,-0.01,-0.03,0.0,0.0,0.0
2004-07-01,0.02,-0.01,-0.02,0.0,0.0,0.0,-0.01,-0.01,0.01,0.01,-0.01,-0.01,-0.01,0.0,-0.0,0.03,-0.04,0.5,1.0,0.0,-1.0,-0.01,0.01,-0.01,-0.0,-0.0,-0.0,0.01,-0.01,0.01,0.0,-1.0,-0.5,-0.33,0.01,-0.01,-0.02,-0.01,-0.0,-0.0,-0.0,0.01,-0.02,0.02,0.01,-0.01,-0.01,-0.01,-0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,-0.0,-0.0,-0.0,-0.01,0.01,0.02,-0.01,-0.0,-0.0,-0.0,0.02,-0.01,0.0,0.01,0.0,0.0,0.0,-0.01,0.01,0.01,0.03,0.5,1.0,0.0,-1.0,0.01,-0.0,-0.02,0.01,0.01,0.01
